mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__n_estimators,param_rf__min_samples_split,param_rf__min_samples_leaf,param_rf__max_features,param_rf__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.225860023498535,0.10057559402027014,0.07408256530761718,0.013098565951841432,400,5,4,0.5,20,"{'rf__n_estimators': 400, 'rf__min_samples_split': 5, 'rf__min_samples_leaf': 4, 'rf__max_features': 0.5, 'rf__max_depth': 20}",0.6863257322832726,0.6845280671746229,0.7123065055597734,0.6391937337833594,0.6843738950816011,0.6813455867765259,0.023577353051619655,15,0.7881644869542587,0.7534976825006794,0.7652842046441845,0.7682117937942307,0.7733339736143252,0.7696984283015358,0.01129931085550392
1.250547504425049,0.10522830990101376,0.14927444458007813,0.03937293074652391,600,2,4,sqrt,20,"{'rf__n_estimators': 600, 'rf__min_samples_split': 2, 'rf__min_samples_leaf': 4, 'rf__max_features': 'sqrt', 'rf__max_depth': 20}",0.6638622359222027,0.6667130108146507,0.6605943636978971,0.6370673910988747,0.6646940965566865,0.6585862196180623,0.010938737288878083,24,0.6953313201134446,0.6948869573205038,0.6882391215318844,0.6874619650710176,0.6899459115009711,0.6911730551075642,0.0033157284093684597
2.705153226852417,0.02848208017225505,0.13835487365722657,0.016987704595078125,800,10,4,0.5,40,"{'rf__n_estimators': 800, 'rf__min_samples_split': 10, 'rf__min_samples_leaf': 4, 'rf__max_features': 0.5, 'rf__max_depth': 40}",0.6919754497973969,0.6806064985471719,0.7258005799116413,0.6313505965284575,0.6809467095917773,0.6821359668752891,0.030286370873073485,13,0.784569396761242,0.7505565060300912,0.7638720801613639,0.7716953148622322,0.7731007283958523,0.7687588052421563,0.011248590740404584
1.272652006149292,0.1391099025734656,0.15208902359008789,0.05617953963758566,400,2,1,sqrt,40,"{'rf__n_estimators': 400, 'rf__min_samples_split': 2, 'rf__min_samples_leaf': 1, 'rf__max_features': 'sqrt', 'rf__max_depth': 40}",0.6737646388052966,0.6893813970931243,0.7298611809830448,0.664054320219769,0.6329989889027424,0.6780121052007955,0.0318013484897289,16,0.9422818278199431,0.9428358460307802,0.9407761230590226,0.9444638366765797,0.9470033325101149,0.9434721932192881,0.002123346569684948
1.8809435367584229,0.03142055469017414,0.123040771484375,0.014267191946976496,600,2,2,0.5,20,"{'rf__n_estimators': 600, 'rf__min_samples_split': 2, 'rf__min_samples_leaf': 2, 'rf__max_features': 0.5, 'rf__max_depth': 20}",0.6915760364167437,0.7146401773273451,0.7480695528094615,0.6487650199249347,0.6945369732834609,0.6995175519523891,0.03240272805038022,1,0.8593790785882965,0.8384630252647615,0.8359554948272496,0.8547008301661481,0.8523830648726604,0.8481762987438233,0.009267841149197134
2.8758734703063964,0.28525995459048115,0.25103178024291994,0.05344236414354222,1000,5,1,log2,,"{'rf__n_estimators': 1000, 'rf__min_samples_split': 5, 'rf__min_samples_leaf': 1, 'rf__max_features': 'log2', 'rf__max_depth': None}",0.7068665562944195,0.6993496574496693,0.7128425122186955,0.655347718312951,0.6331242905260808,0.6815061469603633,0.031523249950174095,14,0.9211187149073957,0.924182177262863,0.9193971439834963,0.9265863675159699,0.9298218494364002,0.924221250621225,0.0037379070199631314
3.671676206588745,0.5038584183864122,0.24364356994628905,0.059271058820592484,1000,10,1,0.5,40,"{'rf__n_estimators': 1000, 'rf__min_samples_split': 10, 'rf__min_samples_leaf': 1, 'rf__max_features': 0.5, 'rf__max_depth': 40}",0.6854598284656733,0.6518914205396045,0.7206173528344629,0.6689100893039536,0.6460948694567988,0.6745947121200986,0.02681838782816728,17,0.9036676196928117,0.8996505570801422,0.9005402395195831,0.9041154271585659,0.9131716471380965,0.9042290981178398,0.004793079967625458
2.1624677181243896,0.2888018543935169,0.20329761505126953,0.0615528174245345,600,2,4,0.5,10,"{'rf__n_estimators': 600, 'rf__min_samples_split': 2, 'rf__min_samples_leaf': 4, 'rf__max_features': 0.5, 'rf__max_depth': 10}",0.6967604830767636,0.6950311146072486,0.7057945429765748,0.6645220302395566,0.7045480767441427,0.6933312495288572,0.015005140428608607,5,0.7653670681624202,0.7311363975611717,0.7418562193567647,0.7502353859755887,0.7422096097030012,0.7461609361517894,0.01136095925023637
3.2010685920715334,0.34473403822427784,0.1833940029144287,0.057806284245096505,600,2,4,0.5,40,"{'rf__n_estimators': 600, 'rf__min_samples_split': 2, 'rf__min_samples_leaf': 4, 'rf__max_features': 0.5, 'rf__max_depth': 40}",0.6919754497973969,0.6875861711501581,0.7145011448833927,0.6391937337833594,0.6904901030326714,0.6847493205293957,0.024713169709930063,10,0.7857656550810838,0.7534976825006794,0.7659497919800362,0.7699503967114857,0.7692954774819274,0.7688918007510425,0.010311593791231472
2.399236249923706,0.43820207919846466,0.1649632453918457,0.03566192028197418,600,10,2,log2,30,"{'rf__n_estimators': 600, 'rf__min_samples_split': 10, 'rf__min_samples_leaf': 2, 'rf__max_features': 'log2', 'rf__max_depth': 30}",0.6494351806964428,0.6823992853244548,0.6718937987261456,0.6401254950744097,0.651005204359504,0.6589717928361913,0.015655172198952495,23,0.7206192373494392,0.7032787544063107,0.7014402559774643,0.7232329785320335,0.7155371805074074,0.7128216813545311,0.008912633981198605
